resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,code,forename,surname
1641,96,17,19,14,14,7,7,7,2,60,+1:16.206,5631307,37,10,01:31.9,201.678,1,WEB,Mark,Webber
1655,97,30,6,1,6,1,1,1,10,70,28:24.8,5304803,18,2,01:13.6,213.222,1,MSC,Michael,Schumacher
1656,97,22,6,2,7,2,2,2,8,70,5.108,5309911,68,1,01:13.6,213.246,1,BAR,Rubens,Barrichello
1657,97,18,16,9,2,3,3,3,6,70,20.409,5325212,68,5,01:14.2,211.453,1,BUT,Jenson,Button
1675,98,30,6,1,2,1,1,1,10,73,40:29.9,6029914,8,2,01:10.4,214.327,1,MSC,Michael,Schumacher
1676,98,22,6,2,1,2,2,2,8,73,2.95,6032864,7,1,01:10.4,214.366,1,BAR,Rubens,Barrichello
1677,98,11,16,10,3,3,3,3,6,73,22.036,6051950,47,3,01:10.7,213.372,1,SAT,Takuma,Sato
1678,98,15,4,7,20,4,4,4,5,73,34.544,6064458,45,6,01:11.2,211.993,1,TRU,Jarno,Trulli
1695,99,30,6,1,2,1,1,1,10,70,30:18.1,5418133,32,1,01:15.4,210.669,1,MSC,Michael,Schumacher
1696,99,4,4,8,1,2,2,2,8,70,8.329,5426462,34,2,01:15.6,210.183,1,ALO,Fernando,Alonso
1697,99,22,6,2,10,3,3,3,6,70,31.622,5449755,50,6,01:16.0,208.845,1,BAR,Rubens,Barrichello
1698,99,15,4,7,5,4,4,4,5,70,32.082,5450215,15,9,01:16.2,208.262,1,TRU,Jarno,Trulli
1699,99,18,16,9,4,5,5,5,4,70,32.482,5450615,50,5,01:16.0,209.021,1,BUT,Jenson,Button
1700,99,14,1,5,3,6,6,6,3,70,35.52,5453653,11,10,01:16.3,208.112,1,COU,David,Coulthard
1701,99,8,1,6,9,7,7,7,2,70,36.23,5454363,30,3,01:15.8,209.518,1,RAI,Kimi,Räikkönen
1702,99,31,3,3,6,8,8,8,1,70,43.419,5461552,48,8,01:16.1,208.557,1,MON,Juan,Pablo Montoya
1703,99,17,19,14,12,9,9,9,0,70,52.394,5470527,53,4,01:16.0,209.063,1,WEB,Mark,Webber
1715,100,30,6,1,4,1,1,1,10,60,24:42.7,5082700,14,1,01:18.7,235.049,1,MSC,Michael,Schumacher
1716,100,8,1,6,1,2,2,2,8,60,2.13,5084830,10,4,01:19.6,232.641,1,RAI,Kimi,Räikkönen
1717,100,22,6,2,2,3,3,3,6,60,3.114,5085814,8,2,01:19.3,233.398,1,BAR,Rubens,Barrichello
1718,100,18,16,9,3,4,4,4,5,60,10.683,5093383,10,3,01:19.5,232.835,1,BUT,Jenson,Button
1719,100,31,3,3,7,5,5,5,4,60,12.173,5094873,26,6,01:20.0,231.437,1,MON,Juan,Pablo Montoya
1720,100,21,15,11,20,6,6,6,3,60,12.888,5095588,22,5,01:19.8,231.887,1,FIS,Giancarlo,Fisichella
1721,100,14,1,5,6,7,7,7,2,60,19.668,5102368,25,10,01:20.5,229.773,1,COU,David,Coulthard
1722,100,17,19,14,9,8,8,8,1,60,23.701,5106401,11,12,01:20.8,229.145,1,WEB,Mark,Webber
1723,100,13,15,12,10,9,9,9,0,60,24.023,5106723,58,9,01:20.5,229.953,1,MAS,Felipe,Massa
1724,100,4,4,8,16,10,10,10,0,60,24.835,5107535,39,8,01:20.4,230.073,1,ALO,Fernando,Alonso
1725,100,11,16,10,8,11,11,11,0,60,33.736,5116436,12,14,01:20.8,229.082,1,SAT,Takuma,Sato
1735,101,30,6,1,1,1,1,1,10,66,23:54.8,5034848,5,2,01:13.8,223.173,1,MSC,Michael,Schumacher
1736,101,18,16,9,13,2,2,2,8,66,8.388,5043236,11,3,01:14.1,222.167,1,BUT,Jenson,Button
1737,101,4,4,8,5,3,3,3,6,66,16.351,5051199,8,5,01:14.3,221.724,1,ALO,Fernando,Alonso
1738,101,14,1,5,4,4,4,4,5,66,19.231,5054079,8,8,01:14.6,220.853,1,COU,David,Coulthard
1739,101,31,3,3,2,5,5,5,4,66,23.055,5057903,10,7,01:14.4,221.185,1,MON,Juan,Pablo Montoya
1740,101,17,19,14,11,6,6,6,3,66,41.108,5075956,65,11,01:14.9,219.895,1,WEB,Mark,Webber
1741,101,42,3,4,10,7,7,7,2,66,41.956,5076804,65,10,01:14.6,220.77,1,PIZ,Antônio,Pizzonia
1742,101,11,16,10,8,8,8,8,1,66,46.842,5081690,29,9,01:14.6,220.773,1,SAT,Takuma,Sato
1743,101,21,15,11,14,9,9,9,0,66,+1:07.102,5101950,39,15,01:15.6,217.708,1,FIS,Giancarlo,Fisichella
1744,101,32,19,15,12,10,10,10,0,66,+1:08.578,5103426,33,13,01:15.0,219.42,1,KLI,Christian,Klien
1745,101,15,4,7,6,11,11,11,0,66,+1:10.258,5105106,9,6,01:14.4,221.364,1,TRU,Jarno,Trulli
1746,101,22,6,2,7,12,12,12,0,66,+1:13.252,5108100,59,12,01:15.0,219.66,1,BAR,Rubens,Barrichello
1755,102,30,6,1,1,1,1,1,10,70,35:26.1,5726131,29,1,01:19.1,199.461,1,MSC,Michael,Schumacher
1756,102,22,6,2,2,2,2,2,8,70,4.696,5730827,29,2,01:19.2,199.103,1,BAR,Rubens,Barrichello
1757,102,4,4,8,5,3,3,3,6,70,44.599,5770730,49,3,01:20.3,196.469,1,ALO,Fernando,Alonso
1758,102,31,3,3,7,4,4,4,5,70,+1:02.613,5788744,49,7,01:20.7,195.398,1,MON,Juan,Pablo Montoya
1759,102,18,16,9,4,5,5,5,4,70,+1:07.439,5793570,47,4,01:20.4,196.103,1,BUT,Jenson,Button
1775,103,8,1,6,10,1,1,1,10,44,32:35.3,5555274,42,1,01:45.1,238.931,1,RAI,Kimi,Räikkönen
1776,103,30,6,1,2,2,2,2,8,44,3.132,5558406,28,2,01:45.5,238.036,1,MSC,Michael,Schumacher
1777,103,22,6,2,6,3,3,3,6,44,4.371,5559645,43,3,01:45.7,237.669,1,BAR,Rubens,Barrichello
1778,103,13,15,12,8,4,4,4,5,44,12.504,5567778,29,13,01:47.6,233.345,1,MAS,Felipe,Massa
1779,103,21,15,11,5,5,5,5,4,44,14.104,5569378,11,9,01:46.8,235.238,1,FIS,Giancarlo,Fisichella
1780,103,32,19,15,13,6,6,6,3,44,14.614,5569888,11,11,01:47.5,233.595,1,KLI,Christian,Klien
1781,103,14,1,5,4,7,7,7,2,44,17.97,5573244,11,7,01:46.6,235.633,1,COU,David,Coulthard
1783,103,15,4,7,1,9,9,9,0,44,22.115,5577389,9,5,01:45.9,237.148,1,TRU,Jarno,Trulli
1795,104,22,6,2,1,1,1,1,10,53,15:18.4,4518448,41,1,01:21.0,257.32,1,BAR,Rubens,Barrichello
1796,104,30,6,1,3,2,2,2,8,53,1.347,4519795,35,2,01:21.4,256.324,1,MSC,Michael,Schumacher
1797,104,18,16,9,6,3,3,3,6,53,10.197,4528645,13,6,01:22.7,252.262,1,BUT,Jenson,Button
1798,104,11,16,10,5,4,4,4,5,53,15.37,4533818,32,5,01:22.7,252.296,1,SAT,Takuma,Sato
1799,104,31,3,3,2,5,5,5,4,53,32.352,4550800,32,10,01:22.9,251.477,1,MON,Juan,Pablo Montoya
1800,104,14,1,5,10,6,6,6,3,53,33.439,4551887,24,9,01:22.9,251.599,1,COU,David,Coulthard
1801,104,42,3,4,8,7,7,7,2,53,33.752,4552200,32,3,01:22.2,253.566,1,PIZ,Antônio,Pizzonia
1802,104,21,15,11,15,8,8,8,1,53,35.431,4553879,51,4,01:22.6,252.433,1,FIS,Giancarlo,Fisichella
1803,104,17,19,14,12,9,9,9,0,53,56.761,4575209,53,12,01:23.1,250.99,1,WEB,Mark,Webber
1804,104,15,4,7,9,10,10,10,0,53,+1:06.316,4584764,52,7,01:22.9,251.702,1,TRU,Jarno,Trulli
1805,104,41,7,16,11,11,11,11,0,53,+1:22.531,4600979,52,14,01:23.4,250.027,1,ZON,Ricardo,Zonta
1815,105,22,6,2,1,1,1,1,10,56,29:12.4,5352420,28,2,01:32.5,212.25,1,BAR,Rubens,Barrichello
1816,105,18,16,9,3,2,2,2,8,56,1.035,5353455,33,4,01:32.9,211.154,1,BUT,Jenson,Button
1817,105,8,1,6,2,3,3,3,6,56,1.469,5353889,53,3,01:32.9,211.288,1,RAI,Kimi,Räikkönen
1818,105,4,4,8,6,4,4,4,5,56,32.51,5384930,55,10,01:33.6,209.597,1,ALO,Fernando,Alonso
1819,105,31,3,3,10,5,5,5,4,56,45.193,5397613,34,5,01:33.1,210.761,1,MON,Juan,Pablo Montoya
1820,105,11,16,10,18,6,6,6,3,56,54.791,5407211,36,8,01:33.5,209.804,1,SAT,Takuma,Sato
1821,105,21,15,11,7,7,7,7,2,56,+1:05.454,5417874,25,7,01:33.5,209.833,1,FIS,Giancarlo,Fisichella
1822,105,13,15,12,4,8,8,8,1,56,+1:20.080,5432500,43,6,01:33.5,209.916,1,MAS,Felipe,Massa
1823,105,14,1,5,9,9,9,9,0,56,+1:20.619,5433039,26,11,01:33.7,209.369,1,COU,David,Coulthard
1835,106,30,6,1,1,1,1,1,10,53,24:27.0,5066985,41,2,01:32.8,225.281,1,MSC,Michael,Schumacher
1836,106,23,3,4,2,2,2,2,8,53,14.098,5081083,23,3,01:33.5,223.663,1,SCH,Ralf,Schumacher
1837,106,18,16,9,5,3,3,3,6,53,19.662,5086647,33,7,01:33.8,222.824,1,BUT,Jenson,Button
1838,106,11,16,10,4,4,4,4,5,53,31.781,5098766,28,5,01:33.7,223.007,1,SAT,Takuma,Sato
1839,106,4,4,8,11,5,5,5,4,53,37.767,5104752,29,12,01:34.3,221.737,1,ALO,Fernando,Alonso
1840,106,8,1,6,12,6,6,6,3,53,39.362,5106347,35,10,01:33.9,222.585,1,RAI,Kimi,Räikkönen
1841,106,31,3,3,13,7,7,7,2,53,55.347,5122332,30,6,01:33.8,222.919,1,MON,Juan,Pablo Montoya
1842,106,21,15,11,7,8,8,8,1,53,56.276,5123261,44,8,01:33.9,222.751,1,FIS,Giancarlo,Fisichella
1843,106,13,15,12,19,9,9,9,0,53,+1:29.656,5156641,40,4,01:33.6,223.312,1,MAS,Felipe,Massa
1855,107,31,3,3,2,1,1,1,10,71,28:01.5,5281451,49,1,01:11.5,217.038,1,MON,Juan,Pablo Montoya
1856,107,8,1,6,3,2,2,2,8,71,1.022,5282473,52,2,01:11.6,216.768,1,RAI,Kimi,Räikkönen
1857,107,22,6,2,1,3,3,3,6,71,24.099,5305550,22,3,01:11.7,216.435,1,BAR,Rubens,Barrichello
1858,107,4,4,8,8,4,4,4,5,71,48.508,5329959,42,9,01:12.1,215.097,1,ALO,Fernando,Alonso
1859,107,23,3,4,7,5,5,5,4,71,49.74,5331191,23,5,01:11.8,216.158,1,SCH,Ralf,Schumacher
1860,107,11,16,10,6,6,6,6,3,71,50.248,5331699,51,7,01:11.9,215.626,1,SAT,Takuma,Sato
1861,107,30,6,1,18,7,7,7,2,71,50.626,5332077,49,4,01:11.8,216.161,1,MSC,Michael,Schumacher
1862,107,13,15,12,4,8,8,8,1,71,+1:02.310,5343761,68,8,01:12.1,215.252,1,MAS,Felipe,Massa
1863,107,21,15,11,10,9,9,9,0,71,+1:03.842,5345293,69,6,01:11.9,215.818,1,FIS,Giancarlo,Fisichella
7554,1,18,23,22,1,1,1,1,10,58,34:15.8,5655784,17,3,01:28.0,216.891,1,BUT,Jenson,Button
7555,1,22,23,23,2,2,2,2,8,58,0.807,5656591,43,14,01:29.1,214.344,1,BAR,Rubens,Barrichello
7556,1,15,7,9,20,3,3,3,6,58,1.604,5657388,50,10,01:28.9,214.706,1,TRU,Jarno,Trulli
7557,1,10,7,10,19,4,4,4,5,58,4.435,5660219,53,6,01:28.4,215.92,1,GLO,Timo,Glock
7558,1,4,4,7,10,5,5,5,4,58,4.879,5660663,53,9,01:28.7,215.199,1,ALO,Fernando,Alonso
7559,1,3,3,16,5,6,6,6,3,58,5.722,5661506,48,1,01:27.7,217.668,1,ROS,Nico,Rosberg
7560,1,67,5,12,13,7,7,7,2,58,6.004,5661788,34,16,01:29.2,213.95,1,BUE,Sébastien,Buemi
7561,1,7,5,11,17,8,8,8,1,58,6.298,5662082,50,17,01:29.8,212.537,1,BOU,Sébastien,Bourdais
7562,1,16,10,20,16,9,9,9,0,58,6.335,5662119,43,11,01:28.9,214.64,1,SUT,Adrian,Sutil
7563,1,2,2,6,9,10,10,10,0,58,7.085,5662869,48,5,01:28.3,216.245,1,HEI,Nick,Heidfeld
7564,1,21,10,21,15,11,11,11,0,58,7.374,5663158,51,12,01:29.0,214.491,1,FIS,Giancarlo,Fisichella
7574,2,18,23,22,1,1,1,1,5,31,10:52.1,4252092,18,1,01:36.6,206.483,1,BUT,Jenson,Button
7575,2,2,2,6,10,2,2,2,4,31,22.722,4274814,17,10,01:39.1,201.392,1,HEI,Nick,Heidfeld
7576,2,10,7,10,3,3,3,3,3,31,23.513,4275605,18,16,01:39.4,200.74,1,GLO,Timo,Glock
7577,2,15,7,9,2,4,4,4,2.5,31,46.173,4298265,12,3,01:37.6,204.473,1,TRU,Jarno,Trulli
7578,2,22,23,23,8,5,5,5,2,31,47.36,4299452,17,2,01:37.5,204.698,1,BAR,Rubens,Barrichello
7579,2,17,9,14,5,6,6,6,1.5,31,52.333,4304425,14,5,01:37.7,204.304,1,WEB,Mark,Webber
7580,2,1,1,1,12,7,7,7,1,31,+1:00.733,4312825,17,11,01:39.1,201.276,1,HAM,Lewis,Hamilton
7581,2,3,3,16,4,8,8,8,0.5,31,+1:11.576,4323668,13,4,01:37.6,204.459,1,ROS,Nico,Rosberg
7582,2,13,6,3,16,9,9,9,0,31,+1:16.932,4329024,17,13,01:39.3,201.055,1,MAS,Felipe,Massa
7583,2,7,5,11,15,10,10,10,0,31,+1:42.164,4354256,17,12,01:39.2,201.072,1,BOU,Sébastien,Bourdais
7594,3,20,9,15,1,1,1,1,10,56,57:43.5,7063485,42,2,01:52.6,174.235,1,VET,Sebastian,Vettel
7595,3,17,9,14,3,2,2,2,8,56,10.97,7074455,42,4,01:53.0,173.69,1,WEB,Mark,Webber
7596,3,18,23,22,5,3,3,3,6,56,44.975,7108460,44,6,01:53.5,172.825,1,BUT,Jenson,Button
7597,3,22,23,23,4,4,4,4,5,56,+1:03.704,7127189,42,1,01:52.6,174.289,1,BAR,Rubens,Barrichello
7598,3,5,1,2,12,5,5,5,4,56,+1:05.102,7128587,41,10,01:54.5,171.361,1,KOV,Heikki,Kovalainen
7599,3,1,1,1,9,6,6,6,3,56,+1:11.866,7135351,39,12,01:54.7,171.138,1,HAM,Lewis,Hamilton
7600,3,10,7,10,19,7,7,7,2,56,+1:14.476,7137961,42,3,01:52.7,174.117,1,GLO,Timo,Glock
7601,3,67,5,12,10,8,8,8,1,56,+1:16.439,7139924,42,11,01:54.6,171.25,1,BUE,Sébastien,Buemi
7602,3,4,4,7,2,9,9,9,0,56,+1:24.309,7147794,38,9,01:54.5,171.413,1,ALO,Fernando,Alonso
7603,3,8,6,4,8,10,10,10,0,56,+1:31.750,7155235,38,15,01:55.4,170.054,1,RAI,Kimi,Räikkönen
7604,3,7,5,11,15,11,11,11,0,56,+1:34.156,7157641,43,5,01:53.5,172.934,1,BOU,Sébastien,Bourdais
7605,3,2,2,6,11,12,12,12,0,56,+1:35.834,7159319,40,7,01:54.2,171.898,1,HEI,Nick,Heidfeld
7606,3,9,2,5,17,13,13,13,0,56,+1:46.853,7170338,44,14,01:55.3,170.122,1,KUB,Robert,Kubica
7614,4,18,23,22,4,1,1,1,10,57,31:48.2,5508182,11,3,01:34.6,205.979,1,BUT,Jenson,Button
7615,4,20,9,15,3,2,2,2,8,57,7.187,5515369,16,4,01:34.8,205.614,1,VET,Sebastian,Vettel
7616,4,15,7,9,1,3,3,3,6,57,9.17,5517352,10,1,01:34.6,206.049,1,TRU,Jarno,Trulli
7617,4,1,1,1,5,4,4,4,5,57,22.096,5530278,13,6,01:34.9,205.269,1,HAM,Lewis,Hamilton
7618,4,22,23,23,6,5,5,5,4,57,37.779,5545961,25,5,01:34.9,205.3,1,BAR,Rubens,Barrichello
7619,4,8,6,4,10,6,6,6,3,57,42.057,5550239,42,11,01:35.5,204.016,1,RAI,Kimi,Räikkönen
7620,4,10,7,10,2,7,7,7,2,57,42.88,5551062,6,2,01:34.6,206.01,1,GLO,Timo,Glock
7621,4,4,4,7,7,8,8,8,1,57,52.775,5560957,29,14,01:35.7,203.539,1,ALO,Fernando,Alonso
7622,4,3,3,16,9,9,9,9,0,57,58.198,5566380,37,15,01:35.8,203.339,1,ROS,Nico,Rosberg
7623,4,12,4,8,15,10,10,10,0,57,+1:05.149,5573331,37,10,01:35.4,204.138,1,PIQ,Nelson,Piquet Jr.
7624,4,17,9,14,18,11,11,11,0,57,+1:07.641,5575823,50,8,01:35.2,204.73,1,WEB,Mark,Webber
7625,4,5,1,2,11,12,12,12,0,57,+1:17.824,5586006,54,12,01:35.5,203.969,1,KOV,Heikki,Kovalainen
7626,4,7,5,11,20,13,13,13,0,57,+1:18.805,5586987,30,9,01:35.4,204.205,1,BOU,Sébastien,Bourdais
7634,5,18,23,22,1,1,1,1,10,66,37:19.2,5839202,17,2,01:22.9,202.149,1,BUT,Jenson,Button
7635,5,22,23,23,3,2,2,2,8,66,13.056,5852258,28,1,01:22.8,202.484,1,BAR,Rubens,Barrichello
7636,5,17,9,14,5,3,3,3,6,66,13.924,5853126,18,5,01:23.1,201.631,1,WEB,Mark,Webber
7637,5,20,9,15,2,4,4,4,5,66,18.941,5858143,41,4,01:23.1,201.684,1,VET,Sebastian,Vettel
7638,5,4,4,7,8,5,5,5,4,66,43.166,5882368,14,6,01:23.4,200.887,1,ALO,Fernando,Alonso
7639,5,13,6,3,4,6,6,6,3,66,50.827,5890029,14,3,01:23.1,201.687,1,MAS,Felipe,Massa
7640,5,2,2,6,13,7,7,7,2,66,52.312,5891514,29,10,01:23.9,199.79,1,HEI,Nick,Heidfeld
7641,5,3,3,16,9,8,8,8,1,66,+1:05.211,5904413,24,7,01:23.6,200.404,1,ROS,Nico,Rosberg
7654,6,18,23,22,1,1,1,1,10,78,40:44.3,6044282,49,2,01:15.2,159.914,1,BUT,Jenson,Button
7655,6,22,23,23,3,2,2,2,8,78,7.666,6051948,46,7,01:15.7,158.868,1,BAR,Rubens,Barrichello
7656,6,8,6,4,2,3,3,3,6,78,13.442,6057724,47,5,01:15.4,159.507,1,RAI,Kimi,Räikkönen
7657,6,13,6,3,5,4,4,4,5,78,15.11,6059392,50,1,01:15.2,159.991,1,MAS,Felipe,Massa
7658,6,17,9,14,8,5,5,5,4,78,15.73,6060012,45,3,01:15.3,159.636,1,WEB,Mark,Webber
7659,6,3,3,16,6,6,6,6,3,78,33.586,6077868,48,9,01:15.8,158.686,1,ROS,Nico,Rosberg
7660,6,4,4,7,9,7,7,7,2,78,37.839,6082121,64,4,01:15.4,159.53,1,ALO,Fernando,Alonso
7661,6,7,5,11,14,8,8,8,1,78,+1:03.142,6107424,47,13,01:16.2,157.84,1,BOU,Sébastien,Bourdais
7662,6,21,10,21,13,9,9,9,0,78,+1:05.040,6109322,74,16,01:16.4,157.343,1,FIS,Giancarlo,Fisichella
7674,7,18,23,22,2,1,1,1,10,58,26:24.8,5184848,40,1,01:27.6,219.422,1,BUT,Jenson,Button
7675,7,17,9,14,4,2,2,2,8,58,6.714,5191562,42,3,01:27.8,218.847,1,WEB,Mark,Webber
7676,7,20,9,15,1,3,3,3,6,58,7.461,5192309,51,2,01:27.6,219.314,1,VET,Sebastian,Vettel
7677,7,15,7,9,5,4,4,4,5,58,27.843,5212691,40,4,01:27.9,218.7,1,TRU,Jarno,Trulli
7678,7,3,3,16,9,5,5,5,4,58,31.539,5216387,36,11,01:28.2,217.823,1,ROS,Nico,Rosberg
7679,7,13,6,3,7,6,6,6,3,58,39.996,5224844,41,9,01:28.2,217.936,1,MAS,Felipe,Massa
7680,7,9,2,5,10,7,7,7,2,58,46.247,5231095,58,7,01:28.0,218.352,1,KUB,Robert,Kubica
7681,7,10,7,10,13,8,8,8,1,58,46.959,5231807,56,5,01:27.9,218.663,1,GLO,Timo,Glock
7682,7,8,6,4,6,9,9,9,0,58,50.246,5235094,58,8,01:28.1,218.221,1,RAI,Kimi,Räikkönen
7683,7,4,4,7,8,10,10,10,0,58,+1:02.420,5247268,57,13,01:28.4,217.411,1,ALO,Fernando,Alonso
7684,7,2,2,6,11,11,11,11,0,58,+1:04.327,5249175,43,10,01:28.2,217.842,1,HEI,Nick,Heidfeld
7685,7,6,3,17,12,12,12,12,0,58,+1:06.376,5251224,58,6,01:28.0,218.402,1,NAK,Kazuki,Nakajima
7686,7,1,1,1,16,13,13,13,0,58,+1:20.454,5265302,53,15,01:28.6,216.986,1,HAM,Lewis,Hamilton
7694,8,20,9,15,1,1,1,1,10,60,22:49.3,4969328,16,1,01:20.7,229.238,1,VET,Sebastian,Vettel
7695,8,17,9,14,3,2,2,2,8,60,15.188,4984516,57,2,01:20.9,228.728,1,WEB,Mark,Webber
7696,8,22,23,23,2,3,3,3,6,60,41.175,5010503,18,5,01:21.4,227.285,1,BAR,Rubens,Barrichello
7697,8,13,6,3,11,4,4,4,5,60,45.043,5014371,22,6,01:21.5,227.062,1,MAS,Felipe,Massa
7698,8,3,3,16,7,5,5,5,4,60,45.915,5015243,17,3,01:21.1,228.336,1,ROS,Nico,Rosberg
7699,8,18,23,22,6,6,6,6,3,60,46.285,5015613,54,4,01:21.2,227.956,1,BUT,Jenson,Button
7700,8,15,7,9,4,7,7,7,2,60,+1:08.307,5037635,17,9,01:21.8,226.237,1,TRU,Jarno,Trulli
7701,8,8,6,4,9,8,8,8,1,60,+1:09.622,5038950,14,7,01:21.7,226.653,1,RAI,Kimi,Räikkönen
7702,8,10,7,10,8,9,9,9,0,60,+1:09.823,5039151,51,8,01:21.7,226.611,1,GLO,Timo,Glock
7703,8,21,10,21,16,10,10,10,0,60,+1:11.522,5040850,20,10,01:21.8,226.226,1,FIS,Giancarlo,Fisichella
7704,8,6,3,17,5,11,11,11,0,60,+1:14.023,5043351,14,11,01:21.8,226.129,1,NAK,Kazuki,Nakajima
7714,9,17,9,14,1,1,1,1,10,60,36:43.3,5803310,37,3,01:34.0,197.151,1,WEB,Mark,Webber
7715,9,20,9,15,4,2,2,2,8,60,9.252,5812562,42,4,01:34.1,196.97,1,VET,Sebastian,Vettel
7716,9,13,6,3,8,3,3,3,6,60,15.906,5819216,53,8,01:34.5,196.201,1,MAS,Felipe,Massa
7717,9,3,3,16,15,4,4,4,5,60,21.099,5824409,50,7,01:34.4,196.315,1,ROS,Nico,Rosberg
7718,9,18,23,22,3,5,5,5,4,60,23.609,5826919,53,6,01:34.3,196.63,1,BUT,Jenson,Button
7719,9,22,23,23,2,6,6,6,3,60,24.468,5827778,54,11,01:34.7,195.749,1,BAR,Rubens,Barrichello
7720,9,4,4,7,12,7,7,7,2,60,24.888,5828198,49,1,01:33.4,198.498,1,ALO,Fernando,Alonso
7721,9,5,1,2,6,8,8,8,1,60,58.692,5862002,59,17,01:35.5,194.011,1,KOV,Heikki,Kovalainen
7722,9,10,7,10,20,9,9,9,0,60,+1:01.457,5864767,40,16,01:35.4,194.327,1,GLO,Timo,Glock
7723,9,2,2,6,11,10,10,10,0,60,+1:01.925,5865235,42,10,01:34.6,195.991,1,HEI,Nick,Heidfeld
7724,9,21,10,21,18,11,11,11,0,60,+1:02.327,5865637,54,13,01:35.3,194.465,1,FIS,Giancarlo,Fisichella
7725,9,6,3,17,13,12,12,12,0,60,+1:02.876,5866186,49,5,01:34.2,196.659,1,NAK,Kazuki,Nakajima
7726,9,12,4,8,10,13,13,13,0,60,+1:08.328,5871638,46,12,01:34.9,195.337,1,PIQ,Nelson,Piquet Jr.
7727,9,9,2,5,16,14,14,14,0,60,+1:09.555,5872865,47,9,01:34.5,196.037,1,KUB,Robert,Kubica
7728,9,16,10,20,7,15,15,15,0,60,+1:11.941,5875251,43,14,01:35.4,194.333,1,SUT,Adrian,Sutil
7729,9,67,5,12,17,16,16,16,0,60,+1:30.225,5893535,24,19,01:36.3,192.49,1,BUE,Sébastien,Buemi
7730,9,15,7,9,14,17,17,17,0,60,+1:30.970,5894280,52,2,01:33.7,197.885,1,TRU,Jarno,Trulli
7734,10,1,1,1,4,1,1,1,10,70,38:23.9,5903876,16,4,01:22.5,191.219,1,HAM,Lewis,Hamilton
7735,10,8,6,4,7,2,2,2,8,70,11.529,5915405,70,2,01:22.4,191.323,1,RAI,Kimi,Räikkönen
7736,10,17,9,14,3,3,3,3,6,70,16.886,5920762,65,1,01:21.9,192.498,1,WEB,Mark,Webber
7737,10,3,3,16,5,4,4,4,5,70,26.967,5930843,65,3,01:22.5,191.245,1,ROS,Nico,Rosberg
7738,10,5,1,2,6,5,5,5,4,70,34.392,5938268,63,8,01:23.0,190.115,1,KOV,Heikki,Kovalainen
7739,10,10,7,10,13,6,6,6,3,70,35.237,5939113,63,5,01:22.5,191.157,1,GLO,Timo,Glock
7740,10,18,23,22,8,7,7,7,2,70,55.088,5958964,57,6,01:22.7,190.694,1,BUT,Jenson,Button
7741,10,15,7,9,11,8,8,8,1,70,+1:08.172,5972048,65,13,01:23.3,189.423,1,TRU,Jarno,Trulli
7742,10,6,3,17,9,9,9,9,0,70,+1:08.774,5972650,55,11,01:23.2,189.608,1,NAK,Kazuki,Nakajima
7743,10,22,23,23,12,10,10,10,0,70,+1:09.256,5973132,55,9,01:23.0,189.964,1,BAR,Rubens,Barrichello
7744,10,2,2,6,15,11,11,11,0,70,+1:10.612,5974488,65,14,01:23.3,189.375,1,HEI,Nick,Heidfeld
7745,10,12,4,8,14,12,12,12,0,70,+1:11.512,5975388,65,15,01:23.4,189.067,1,PIQ,Nelson,Piquet Jr.
7746,10,9,2,5,18,13,13,13,0,70,+1:14.046,5977922,65,12,01:23.2,189.507,1,KUB,Robert,Kubica
7754,11,22,23,23,3,1,1,1,10,57,35:51.3,5751289,39,3,01:39.0,197.074,1,BAR,Rubens,Barrichello
7755,11,1,1,1,1,2,2,2,8,57,2.358,5753647,57,4,01:39.1,196.943,1,HAM,Lewis,Hamilton
7756,11,8,6,4,6,3,3,3,6,57,15.994,5767283,39,5,01:39.2,196.643,1,RAI,Kimi,Räikkönen
7757,11,5,1,2,2,4,4,4,5,57,20.032,5771321,56,7,01:39.3,196.378,1,KOV,Heikki,Kovalainen
7758,11,3,3,16,7,5,5,5,4,57,20.87,5772159,52,6,01:39.3,196.401,1,ROS,Nico,Rosberg
7759,11,4,4,7,8,6,6,6,3,57,27.744,5779033,46,10,01:39.5,196.076,1,ALO,Fernando,Alonso
7760,11,18,23,22,5,7,7,7,2,57,34.913,5786202,46,2,01:38.9,197.305,1,BUT,Jenson,Button
7761,11,9,2,5,10,8,8,8,1,57,36.667,5787956,55,8,01:39.4,196.312,1,KUB,Robert,Kubica
7762,11,17,9,14,9,9,9,9,0,57,44.91,5796199,50,11,01:39.5,196.009,1,WEB,Mark,Webber
7763,11,16,10,20,12,10,10,10,0,57,47.935,5799224,36,12,01:39.6,195.824,1,SUT,Adrian,Sutil
7764,11,2,2,6,11,11,11,11,0,57,48.822,5800111,53,13,01:39.7,195.663,1,HEI,Nick,Heidfeld
7765,11,21,10,21,16,12,12,12,0,57,+1:03.614,5814903,53,17,01:40.1,194.867,1,FIS,Giancarlo,Fisichella
7766,11,15,7,9,18,13,13,13,0,57,+1:04.527,5815816,52,15,01:39.9,195.199,1,TRU,Jarno,Trulli
7767,11,10,7,10,13,14,14,14,0,57,+1:26.519,5837808,55,1,01:38.7,197.687,1,GLO,Timo,Glock
